int	int	string	int	int	int	int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int
RefreshID	NPCID	NPCName	NPCType	NPCLv	MapID	Unknow1	Unknow2	HexPosNPCRefreshAreaChaseArea	PerRefreshNum	RefreshNum	NPCFace	Unknow3	RefreshTime	Unknow4	Unknow5	Unknow6	Unknow7	NPCRoute	StayMinTime	StayMaxTime	RefreshMark	Unknow9
Ë¢ÐÂµã±àºÅ	ID	Ãû×Ö	NPCÀàÐÍ	µÈ¼¶	ËùÔÚµØÍ¼	²»Ã÷	²»Ã÷	"Ê®Áù½øÖÆ×ø±êX,Y|¹ÖÎïË¢ÐÂ·¶Î§|×·»÷·¶Î§"	µ¥´ÎË¢¹ÖÊýÁ¿	Ë¢¹Ö×ÜÊýÁ¿	¹ÖÎïÃæÏò	²»Ã÷	Ë¢ÐÂÊ±¼ä	²»Ã÷	²»Ã÷	²»Ã÷	²»Ã÷	¹ÖÎïÂ·µã	Í£ÁôÊ±¼ä×îÐ¡	Í£ÁôÊ±¼ä×î´ó	Ë¢ÐÂ±êÊ¶	²»Ã÷
75995	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C0 00 00 00 27 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
75997	10201005	Ä§Îï	2	35	10020	0	1	73 00 00 00 87 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
75999	10201002	ÔÆÓ¥	2	24	10020	0	1	90 00 00 00 0F 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76001	10201002	ÔÆÓ¥	2	24	10020	0	1	98 00 00 00 0B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76003	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C3 00 00 00 20 00 00 00 01 00 00 00 09 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76005	10202001	»êÁé	2	37	10020	0	1	38 00 00 00 6C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76007	10201002	ÔÆÓ¥	2	24	10020	0	1	8B 00 00 00 17 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76097	10201005	Ä§Îï	2	35	10020	0	1	7A 00 00 00 89 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76135	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C6 00 00 00 27 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76157	10202001	»êÁé	2	37	10020	0	1	2F 00 00 00 66 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76167	10202001	»êÁé	2	37	10020	0	1	3D 00 00 00 63 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76177	10201002	ÔÆÓ¥	2	24	10020	0	1	96 00 00 00 1C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76185	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C8 00 00 00 24 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76193	10201002	ÔÆÓ¥	2	24	10020	0	1	89 00 00 00 1A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76205	10201003	Ñý±ø	2	29	10020	0	1	A3 00 00 00 42 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76219	10201005	Ä§Îï	2	35	10020	0	1	78 00 00 00 82 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76227	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A6 00 00 00 7F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76099	10204012	Å©·ò	0	33	10020	0	1	82 00 00 00 7E 00 00 00 00 00 00 00 01 00 00 00	1	1	13	0	0	0	0	1	0	 	5	5	0	0	
76101	10201002	ÔÆÓ¥	2	24	10020	0	1	97 00 00 00 13 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76103	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	B6 00 00 00 1E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76105	10201003	Ñý±ø	2	29	10020	0	1	A1 00 00 00 45 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76107	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	B9 00 00 00 22 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76241	10201003	Ñý±ø	2	29	10020	0	1	99 00 00 00 4C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76137	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A0 00 00 00 71 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76139	10202001	»êÁé	2	37	10020	0	1	41 00 00 00 73 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76141	10201005	Ä§Îï	2	35	10020	0	1	71 00 00 00 92 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76143	10202001	»êÁé	2	37	10020	0	1	3F 00 00 00 70 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76145	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C1 00 00 00 1E 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76009	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C8 00 00 00 27 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76109	10201003	Ñý±ø	2	29	10020	0	1	9C 00 00 00 4C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76011	10201003	Ñý±ø	2	29	10020	0	1	91 00 00 00 47 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76013	10204007	Öý½£´óÊ¦	0	26	10020	0	1	A1 00 00 00 51 00 00 00 00 00 00 00 01 00 00 00	1	1	131	0	0	0	0	1	0	 	5	5	0	0	
76015	10202001	»êÁé	2	37	10020	0	1	40 00 00 00 66 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76017	10201003	Ñý±ø	2	29	10020	0	1	A3 00 00 00 45 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76019	10201005	Ä§Îï	2	35	10020	0	1	70 00 00 00 86 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76021	10201002	ÔÆÓ¥	2	24	10020	0	1	96 00 00 00 0C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76023	10201003	Ñý±ø	2	29	10020	0	1	97 00 00 00 3B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76251	10201005	Ä§Îï	2	35	10020	0	1	7A 00 00 00 8E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76263	10202001	»êÁé	2	37	10020	0	1	34 00 00 00 79 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76025	10201005	Ä§Îï	2	35	10020	0	1	71 00 00 00 89 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76147	10201002	ÔÆÓ¥	2	24	10020	0	1	94 00 00 00 0A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76269	10201005	Ä§Îï	2	35	10020	0	1	71 00 00 00 8E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76275	10204014	ÔÆÓÎÏÀ¿Í	0	35	10020	0	1	4B 00 00 00 80 00 00 00 00 00 00 00 0F 00 00 00	1	1	96	0	0	0	0	1	0	 	5	5	0	0	
76277	10201005	Ä§Îï	2	35	10020	0	1	72 00 00 00 7D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76279	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A2 00 00 00 74 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76243	10201003	Ñý±ø	2	29	10020	0	1	99 00 00 00 4A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76245	10201002	ÔÆÓ¥	2	24	10020	0	1	92 00 00 00 11 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76229	10201003	Ñý±ø	2	29	10020	0	1	90 00 00 00 44 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76231	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C4 00 00 00 25 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76289	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BD 00 00 00 25 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76027	10202001	»êÁé	2	37	10020	0	1	3A 00 00 00 7D 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76029	10202001	»êÁé	2	37	10020	0	1	33 00 00 00 64 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76031	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BE 00 00 00 18 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76033	10201002	ÔÆÓ¥	2	24	10020	0	1	97 00 00 00 11 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76035	10202001	»êÁé	2	37	10020	0	1	37 00 00 00 71 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76253	10204005	ÕÅÀÏ	0	23	10020	0	1	8B 00 00 00 22 00 00 00 00 00 00 00 01 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
76255	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A3 00 00 00 71 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76111	10201002	ÔÆÓ¥	2	24	10020	0	1	8F 00 00 00 12 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76113	10201002	ÔÆÓ¥	2	24	10020	0	1	9A 00 00 00 14 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76115	10202001	»êÁé	2	37	10020	0	1	40 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76117	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BF 00 00 00 29 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76119	10202001	»êÁé	2	37	10020	0	1	2D 00 00 00 71 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76121	10201005	Ä§Îï	2	35	10020	0	1	77 00 00 00 80 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76123	10204008	²»·²µÀÈË	0	27	10020	0	1	9F 00 00 00 68 00 00 00 00 00 00 00 0F 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
76037	10203001	¿ñÔê¾ÞÔ³	2	40	10020	0	1	13 00 00 00 35 00 00 00 01 00 00 00 0E 00 00 00	1	1	50	0	5000	0	0	1	0	 	5	5	0	0	
76039	10201005	Ä§Îï	2	35	10020	0	1	7D 00 00 00 8D 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76041	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BF 00 00 00 24 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76043	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	9F 00 00 00 73 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76045	10202001	»êÁé	2	37	10020	0	1	33 00 00 00 66 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76047	10201002	ÔÆÓ¥	2	24	10020	0	1	95 00 00 00 08 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76049	10202001	»êÁé	2	37	10020	0	1	33 00 00 00 77 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76051	10202001	»êÁé	2	37	10020	0	1	30 00 00 00 72 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76207	10201003	Ñý±ø	2	29	10020	0	1	9D 00 00 00 37 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76209	10201003	Ñý±ø	2	29	10020	0	1	A0 00 00 00 42 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76295	10201002	ÔÆÓ¥	2	24	10020	0	1	91 00 00 00 19 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76301	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A5 00 00 00 7A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76303	10201003	Ñý±ø	2	29	10020	0	1	93 00 00 00 44 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76221	10202001	»êÁé	2	37	10020	0	1	31 00 00 00 7B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76179	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AE 00 00 00 7E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76307	10201005	Ä§Îï	2	35	10020	0	1	78 00 00 00 7D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76053	10202001	»êÁé	2	37	10020	0	1	39 00 00 00 7A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76055	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A4 00 00 00 7E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76057	10204004	É½¼äÅ©·ò	0	22	10020	0	1	A3 00 00 00 0C 00 00 00 00 00 00 00 0F 00 00 00	1	1	13	0	0	0	0	1	0	 	5	5	0	0	
76059	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AB 00 00 00 76 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76061	10201003	Ñý±ø	2	29	10020	0	1	A0 00 00 00 38 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76063	10204006	ÉñÃØÌú½³	0	25	10020	0	1	93 00 00 00 30 00 00 00 00 00 00 00 01 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
76065	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A9 00 00 00 75 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76067	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A7 00 00 00 6A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76125	10201005	Ä§Îï	2	35	10020	0	1	6F 00 00 00 7E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76187	10201002	ÔÆÓ¥	2	24	10020	0	1	91 00 00 00 09 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76195	10201003	Ñý±ø	2	29	10020	0	1	98 00 00 00 40 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76197	10201002	ÔÆÓ¥	2	24	10020	0	1	8E 00 00 00 10 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76199	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BB 00 00 00 20 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76159	10201002	ÔÆÓ¥	2	24	10020	0	1	98 00 00 00 15 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76161	10204001	ÇåÔªµÀÈË	0	18	10020	0	1	D0 00 00 00 25 00 00 00 00 00 00 00 01 00 00 00	1	1	140	0	0	0	0	1	0	 	5	5	0	0	
76169	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AA 00 00 00 72 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76171	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	B9 00 00 00 1E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76069	10201002	ÔÆÓ¥	2	24	10020	0	1	9A 00 00 00 11 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76149	10201005	Ä§Îï	2	35	10020	0	1	70 00 00 00 81 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76151	10201005	Ä§Îï	2	35	10020	0	1	70 00 00 00 90 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76127	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	B0 00 00 00 7F 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76129	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A4 00 00 00 73 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76071	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A9 00 00 00 6C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76073	10202001	»êÁé	2	37	10020	0	1	3D 00 00 00 7C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76075	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C5 00 00 00 1E 00 00 00 01 00 00 00 09 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76077	10201005	Ä§Îï	2	35	10020	0	1	7A 00 00 00 7E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76079	10202001	»êÁé	2	37	10020	0	1	36 00 00 00 6E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76081	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AC 00 00 00 7D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76131	10201003	Ñý±ø	2	29	10020	0	1	9E 00 00 00 43 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76153	10201002	ÔÆÓ¥	2	24	10020	0	1	88 00 00 00 17 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76163	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C6 00 00 00 25 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76173	10201003	Ñý±ø	2	29	10020	0	1	95 00 00 00 3F 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76181	10201005	Ä§Îï	2	35	10020	0	1	7C 00 00 00 8A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76189	10204009	³ÂÓÑÈË	0	28	10020	0	1	9C 00 00 00 82 00 00 00 00 00 00 00 0F 00 00 00	1	1	110	0	0	0	0	1	0	 	5	5	0	0	
76201	10201005	Ä§Îï	2	35	10020	0	1	79 00 00 00 8B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76211	10202001	»êÁé	2	37	10020	0	1	30 00 00 00 6F 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76223	10202001	»êÁé	2	37	10020	0	1	3C 00 00 00 7A 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76233	10202001	»êÁé	2	37	10020	0	1	3E 00 00 00 67 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76247	10201003	Ñý±ø	2	29	10020	0	1	9A 00 00 00 47 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76257	10201002	ÔÆÓ¥	2	24	10020	0	1	88 00 00 00 14 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76265	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	C4 00 00 00 1C 00 00 00 01 00 00 00 09 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76271	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AD 00 00 00 73 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76281	10201005	Ä§Îï	2	35	10020	0	1	72 00 00 00 7F 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76291	10201003	Ñý±ø	2	29	10020	0	1	9C 00 00 00 49 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76297	10202001	»êÁé	2	37	10020	0	1	2F 00 00 00 73 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76299	10201003	Ñý±ø	2	29	10020	0	1	A0 00 00 00 3B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76305	10201002	ÔÆÓ¥	2	24	10020	0	1	91 00 00 00 1C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76095	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	B0 00 00 00 7C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76309	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AE 00 00 00 7B 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76311	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A9 00 00 00 6A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76313	10202001	»êÁé	2	37	10020	0	1	31 00 00 00 78 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76315	10201005	Ä§Îï	2	35	10020	0	1	7B 00 00 00 81 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76317	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BD 00 00 00 1A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76319	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BB 00 00 00 17 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76321	10201003	Ñý±ø	2	29	10020	0	1	94 00 00 00 46 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76323	10201005	Ä§Îï	2	35	10020	0	1	74 00 00 00 90 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76325	10201005	Ä§Îï	2	35	10020	0	1	73 00 00 00 8E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76273	10201003	Ñý±ø	2	29	10020	0	1	98 00 00 00 3E 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76283	10202001	»êÁé	2	37	10020	0	1	34 00 00 00 7C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76285	10201001	Ä§»¯Ò°Öí	2	22	10020	0	1	BD 00 00 00 15 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76287	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A3 00 00 00 7C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76249	10201005	Ä§Îï	2	35	10020	0	1	6E 00 00 00 80 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76259	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	A7 00 00 00 7C 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76261	10201004	ÓÄ»êÎ×Ê¦	2	31	10020	0	1	AD 00 00 00 75 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
76235	10202001	»êÁé	2	37	10020	0	1	42 00 00 00 70 00 00 00 01 00 00 00 10 00 00 00	1	1	0	0	1800	0	0	1	0	 	5	5	0	0	
