int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	string	string	string	int	int
1046	翱翔	1035	12	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	14357	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>33%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>33%</color>暴击值	被动技能	0	0
1047	翱翔	1035	13	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	16546	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>37%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>37%</color>暴击值	被动技能	0	0
1048	翱翔	1035	14	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	18892	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>41%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>41%</color>暴击值	被动技能	0	0
1049	翱翔	1035	15	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	21394	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>45%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>45%</color>暴击值	被动技能	0	0
1050	翱翔	1035	16	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	24053	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>50%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>50%</color>暴击值	被动技能	0	0
1051	翱翔	1035	17	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	5500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	26868	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>55%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>55%</color>暴击值	被动技能	0	0
1052	翱翔	1035	18	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	29839	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>60%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>60%</color>暴击值	被动技能	0	0
1053	翱翔	1035	19	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	32967	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>65%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>65%</color>暴击值	被动技能	0	0
1054	翱翔	1035	20	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	36251	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>70%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>70%</color>暴击值	被动技能	0	0
1055	翱翔	1035	21	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	7600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	39691	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>76%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>76%</color>暴击值	被动技能	0	0
1056	翱翔	1035	22	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	8200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	43288	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>82%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>82%</color>暴击值	被动技能	0	0
1057	翱翔	1035	23	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	47041	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>88%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>88%</color>暴击值	被动技能	0	0
1058	翱翔	1035	24	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	9400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	50951	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>94%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>94%</color>暴击值	被动技能	0	0
1059	翱翔	1035	25	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	15	220	55017	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	使用灭世龙雀时，每次暴击附加<color=#109d06FF>100%</color>暴击值	使用灭世龙雀时，每次暴击附加<color=#109d06FF>100%</color>暴击值	被动技能	0	0
1065	凤鸣	1065	1	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	988	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>2%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>2%</color>	被动技能	0	0
1066	凤鸣	1065	2	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	2099	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>4%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>4%</color>	被动技能	0	0
1067	凤鸣	1065	3	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	3334	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>6%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>6%</color>	被动技能	0	0
1068	凤鸣	1065	4	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	4816	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>8%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>8%</color>	被动技能	0	0
1069	凤鸣	1065	5	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	6545	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>10%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>10%</color>	被动技能	0	0
1070	凤鸣	1065	6	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	8520	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>13%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>13%</color>	被动技能	0	0
1071	凤鸣	1065	7	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	10742	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>16%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>16%</color>	被动技能	0	0
1072	凤鸣	1065	8	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	13211	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>19%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>19%</color>	被动技能	0	0
1073	凤鸣	1065	9	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	15927	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>22%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>22%</color>	被动技能	0	0
1074	凤鸣	1065	10	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	18890	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>25%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>25%</color>	被动技能	0	0
1075	凤鸣	1065	11	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	22100	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>29%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>29%</color>	被动技能	0	0
1076	凤鸣	1065	12	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	25557	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>33%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>33%</color>	被动技能	0	0
1077	凤鸣	1065	13	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	29261	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>37%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>37%</color>	被动技能	0	0
1078	凤鸣	1065	14	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	33212	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>41%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>41%</color>	被动技能	0	0
1079	凤鸣	1065	15	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	37410	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>45%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>45%</color>	被动技能	0	0
1080	凤鸣	1065	16	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	41855	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>50%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>50%</color>	被动技能	0	0
1081	凤鸣	1065	17	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	5500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	46547	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>55%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>55%</color>	被动技能	0	0
1082	凤鸣	1065	18	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	51486	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>60%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>60%</color>	被动技能	0	0
1083	凤鸣	1065	19	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	56671	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>65%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>65%</color>	被动技能	0	0
1084	凤鸣	1065	20	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	62103	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>70%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>70%</color>	被动技能	0	0
1085	凤鸣	1065	21	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	7600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	67782	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>76%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>76%</color>	被动技能	0	0
1086	凤鸣	1065	22	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	8200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	73708	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>82%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>82%</color>	被动技能	0	0
1087	凤鸣	1065	23	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	79881	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>88%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>88%</color>	被动技能	0	0
1088	凤鸣	1065	24	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	9400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	86301	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>94%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>94%</color>	被动技能	0	0
1089	凤鸣	1065	25	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	15	220	92968	0	0	0	0	0	4	0	151	0	0	0	0	0	0	0	TB_JN_ZD_150	-	灭世龙雀攻击每次伤害增加<color=#109d06FF>100%</color>	灭世龙雀攻击每次伤害增加<color=#109d06FF>100%</color>	被动技能	0	0
2005	雷霆	2005	1	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	147	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>4%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>4%</color>	被动技能	0	0
2006	雷霆	2005	2	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	313	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>8%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>8%</color>	被动技能	0	0
2007	雷霆	2005	3	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	497	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>12%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>12%</color>	被动技能	0	0
2008	雷霆	2005	4	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	727	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>16%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>16%</color>	被动技能	0	0
2009	雷霆	2005	5	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	1003	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>20%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>20%</color>	被动技能	0	0
2010	雷霆	2005	6	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	1325	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>26%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>26%</color>	被动技能	0	0
2011	雷霆	2005	7	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	1693	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>32%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>32%</color>	被动技能	0	0
2012	雷霆	2005	8	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	3800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	2107	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>38%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>38%</color>	被动技能	0	0
2013	雷霆	2005	9	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	2567	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>44%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>44%</color>	被动技能	0	0
2014	雷霆	2005	10	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	3073	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>50%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>50%</color>	被动技能	0	0
2015	雷霆	2005	11	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	3625	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>58%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>58%</color>	被动技能	0	0
2016	雷霆	2005	12	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	4223	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>66%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>66%</color>	被动技能	0	0
2017	雷霆	2005	13	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	7400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	4867	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>74%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>74%</color>	被动技能	0	0
2018	雷霆	2005	14	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	8200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	5557	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>82%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>82%</color>	被动技能	0	0
2019	雷霆	2005	15	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	6293	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>90%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>90%</color>	被动技能	0	0
2020	雷霆	2005	16	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	7076	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>100%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>100%</color>	被动技能	0	0
2021	雷霆	2005	17	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	7905	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>110%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>110%</color>	被动技能	0	0
2022	雷霆	2005	18	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	8780	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>120%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>120%</color>	被动技能	0	0
2023	雷霆	2005	19	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	9701	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>130%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>130%</color>	被动技能	0	0
2024	雷霆	2005	20	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	220	10668	0	0	0	0	0	4	0	251	0	0	0	0	0	0	0	TB_JN_ZD_250	-	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>140%</color>	雷动九天对野外小怪每次攻击附加技能伤害<color=#109d06FF>140%</color>	被动技能	0	0
