int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	int	string	string	int 	int 	int 	int 	string	int	int	int	int	int[]	string
104	1	初级攻击神兵石	20	0	0	999	110	1	1	0	1	0	0	5	0	10	1	206	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	SB_attack1	0	用于升级攻击神兵的材料，每个材料可以增加<color=#35e122>25点</color>神兵经验</r></r>攻击神兵解封需：<color=#109d06>1115点神兵经验</color></r>解封后即可增加<color=#109d06>451点攻击</color></r><color=#31cefb>获取途径:</color></r>仙魔之争</r>上古战场</r>仙盟联赛</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	4	73|44|26|63	神兵石
105	2	中级攻击神兵石	20	0	0	999	110	1	1	0	1	0	0	30	0	20	1	206	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	SB_attack2	0	用于升级攻击神兵的材料，每个材料可以增加<color=#35e122>150点</color>神兵经验</r></r>攻击神兵解封需：<color=#109d06>1115点神兵经验</color></r>解封后即可增加<color=#109d06>451点攻击</color></r><color=#31cefb>获取途径:</color></r>仙魔之争</r>上古战场</r>仙盟联赛</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	4	73|44|26|63	神兵石
106	3	高级攻击神兵石	20	0	0	999	110	1	1	0	1	0	0	150	0	50	1	206	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	SB_attack3	0	用于升级攻击神兵的材料，每个材料可以增加<color=#35e122>750点</color>神兵经验</r></r>攻击神兵解封需：<color=#109d06>1115点神兵经验</color></r>解封后即可增加<color=#109d06>451点攻击</color></r><color=#31cefb>获取途径:</color></r>仙魔之争</r>上古战场</r>仙盟联赛</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	4	73|44|26|63	神兵石
107	1	初级暴击神兵石	20	0	0	999	110	1	1	0	1	0	0	5	0	10	1	206	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	SB_Crit1	0	用于升级暴击神兵的材料，每个材料可以增加<color=#35e122>25点</color>神兵经验</r></r>暴击神兵解封需：<color=#109d06>1115点神兵经验</color></r>解封后即可增加<color=#109d06>3%暴击率</color>和<color=#109d06>9039点暴击伤害</color></r><color=#31cefb>获取途径:</color></r>【充值】暴击神兵石宝箱	<%>	0	0	0	0	ItemInfoPanel		1	0	4	15	神兵石
108	2	中级暴击神兵石	20	0	0	999	110	1	1	0	1	0	0	30	0	20	1	206	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	SB_Crit2	0	用于升级暴击神兵的材料，每个材料可以增加<color=#35e122>150点</color>神兵经验</r></r>暴击神兵解封需：<color=#109d06>1115点神兵经验</color></r>解封后即可增加<color=#109d06>3%暴击率</color>和<color=#109d06>9039点暴击伤害</color></r><color=#31cefb>获取途径:</color></r>【充值】暴击神兵石宝箱	<%>	0	0	0	0	ItemInfoPanel		1	0	4	15	神兵石
109	3	高级暴击神兵石	20	0	0	999	110	1	1	0	1	0	0	150	0	50	1	206	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	SB_Crit3	0	用于升级暴击神兵的材料，每个材料可以增加<color=#35e122>750点</color>神兵经验</r></r>暴击神兵解封需：<color=#109d06>1115点神兵经验</color></r>解封后即可增加<color=#109d06>3%暴击率</color>和<color=#109d06>9039点暴击伤害</color></r><color=#31cefb>获取途径:</color></r>【充值】暴击神兵石宝箱	<%>	0	0	0	0	ItemInfoPanel		1	0	4	15	神兵石
141	1	初级溶彩石	6	0	0	999	1	1	1	0	1	0	0	10	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	icon_RC1	0	在升级潜力技能时，消耗溶彩石可以提升成功率（溶彩石品质越高，提升的成功率就越高）</r></r><color=#31cefb>获取途径:</color></r>娲皇遗迹第1-3层</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	119	27|1	溶彩石
142	1	中级溶彩石	6	0	0	999	1	1	1	0	1	0	0	10	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	icon_RC2	0	在升级潜力技能时，消耗溶彩石可以提升成功率（溶彩石品质越高，提升的成功率就越高）</r></r><color=#31cefb>获取途径:</color></r>娲皇遗迹第4-5层</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	119	27|1	溶彩石
143	1	高级溶彩石	6	0	0	999	1	1	1	0	1	0	0	10	0	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	icon_RC3	0	在升级潜力技能时，消耗溶彩石可以提升成功率（溶彩石品质越高，提升的成功率就越高）</r></r><color=#31cefb>获取途径:</color></r>娲皇遗迹第6-7层</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	119	27|1	溶彩石
144	1	顶级溶彩石	6	0	0	999	1	1	1	0	1	0	0	10	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	icon_RC4	0	在升级潜力技能时，消耗溶彩石可以提升成功率（溶彩石品质越高，提升的成功率就越高）</r></r><color=#31cefb>获取途径:</color></r>娲皇遗迹第8层</r>商城-每周限购	<%>	0	0	0	0	ItemInfoPanel		1	0	119	27|1	溶彩石
145	1	30万潜力	5	0	0	999	1	1	1	0	1	0	0	10	0	100	1	205	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_148	0	使用后可获得<color=#35e122>30万</color>点潜力，升级潜力技能时，需要消耗潜力。	<%>	0	0	0	0	ItemInfoPanel		1	2	0		潜力
146	1	40万潜力	5	0	0	999	1	1	1	0	1	0	0	10	0	100	1	205	400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_148	0	使用后可获得<color=#35e122>40万</color>点潜力，升级潜力技能时，需要消耗潜力。	<%>	0	0	0	0	ItemInfoPanel		1	2	0		潜力
147	1	500万潜力	5	0	0	999	1	1	1	0	1	0	0	10	0	100	1	205	5000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_148	0	使用后可获得<color=#35e122>500万</color>点潜力，升级潜力技能时，需要消耗潜力。	<%>	0	0	0	0	ItemInfoPanel		1	2	0		潜力
148	1	潜力	5	0	0	999	1	1	1	0	1	0	0	10	0	100	1	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_148	0	潜力可用于法宝潜力系统中的潜力技能的升级</r><color=#03deff>220级</color>开启法宝潜力系统</r><color=#31cefb>获取途径：</color></r>娲皇遗迹</r>商城-每周限购</r>击杀190级以上野怪	<%>	0	0	0	0	ItemInfoPanel		1	2	0	14|27|73	潜力
149	1	100万潜力	5	0	0	999	1	1	1	0	1	0	0	10	0	100	1	205	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_148	0	使用后可获得<color=#35e122>100万</color>点潜力，升级潜力技能时，需要消耗潜力。	<%>	0	0	0	0	ItemInfoPanel		1	2	0		潜力
181	1	坐骑丹	21	0	0	999	1	1	1	0	1	0	0	10	0	10	1	301	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	icon_zqd	0	用于提升坐骑的等级，每颗坐骑丹可以获得<color=#03deff>100点</color>坐骑经验</r></r><color=#31cefb>获取途径:</color></r>商城-绑玉商城</r>商城-成长变强</r>商城-积分商城</r>宗门试炼</r>80级以上野外怪物掉落	<%>	0	0	0	0	ItemInfoPanel		1	0	32	8|22|21|49|109	坐骑丹
191	1	幼灵之魂	22	0	0	999	1	1	1	0	1	0	0	60	0	20	1	7	30	0	0	8	10	0	0	6	420	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_191	0	每颗幼灵之魂可以永久增加属性：</r>生命+<color=#35e122>420</color></r>攻击+<color=#35e122>30</color></r>防御+<color=#35e122>10</color></r>【最多可以使用50个】</r></r><color=#31cefb>获取途径:</color></r>仙盟商店	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
192	1	灵兽之魂	22	0	0	999	1	1	1	0	1	0	0	120	0	20	1	7	60	0	0	8	15	0	0	6	900	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_192	0	每颗灵兽之魂可以永久增加属性：</r>生命+<color=#35e122>900</color></r>攻击+<color=#35e122>60</color></r>防御+<color=#35e122>15</color></r>【最多可以使用50个】</r></r><color=#31cefb>获取途径:</color></r>仙盟商店	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
193	1	嗜血之魂	22	0	0	999	1	1	1	0	1	0	0	140	0	20	1	7	100	0	0	8	25	0	0	6	380	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_193	0	每颗嗜血之魂可以永久增加属性：</r>生命+<color=#35e122>380</color></r>攻击+<color=#35e122>100</color></r>防御+<color=#35e122>25</color></r>【最多可以使用50个】</r></r><color=#31cefb>获取途径:</color></r>仙盟商店	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
194	1	冰霜之魂	22	0	0	999	1	1	1	0	1	0	0	150	0	20	1	7	75	0	0	8	20	0	0	6	1110	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_194	0	每颗冰霜之魂可以永久增加属性：</r>生命+<color=#35e122>1110</color></r>攻击+<color=#35e122>75</color></r>防御+<color=#35e122>20</color></r>【最多可以使用60个】</r></r><color=#31cefb>获取途径:</color></r>仙盟商店	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
195	1	碧水之魂	22	0	0	999	1	1	1	0	1	0	0	180	0	20	1	7	90	0	0	8	25	0	0	6	1320	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_195	0	每颗碧水之魂可以永久增加属性：</r>生命+<color=#35e122>1320</color></r>攻击+<color=#35e122>90</color></r>防御+<color=#35e122>25</color></r>【最多可以使用60个】</r></r><color=#31cefb>获取途径:</color></r>仙盟商店	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
196	1	燃烧之魂	22	0	0	999	1	1	1	0	1	0	0	530	0	20	1	7	265	0	0	8	70	0	0	6	3940	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_196	0	每颗燃烧之魂可以永久增加属性：</r>生命+<color=#35e122>3940</color></r>攻击+<color=#35e122>265</color></r>防御+<color=#35e122>70</color></r>【最多可以使用30个】</r></r><color=#31cefb>获取途径:</color></r>仙盟商店	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
197	1	金之魂	22	0	0	999	1	1	1	0	1	0	0	100	0	20	1	7	30	0	0	6	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_197	0	每颗金之魂可以永久增加属性：</r>生命+<color=#35e122>600</color></r>攻击+<color=#35e122>30</color></r>【最多可以使用500个】</r></r><color=#31cefb>获取途径:</color></r>活动获取	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
198	1	木之魂	22	0	0	999	1	1	1	0	1	0	0	300	0	20	1	7	90	0	0	6	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_198	0	每颗木之魂可以永久增加属性：</r>生命+<color=#35e122>1800</color></r>攻击+<color=#35e122>90</color></r>【最多可以使用300个】</r></r><color=#31cefb>获取途径:</color></r>活动获取	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
199	1	垦土之魂	22	0	0	999	1	1	1	0	1	0	0	1000	0	20	1	7	300	0	0	8	60	0	0	6	4800	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_199	0	每颗垦土之魂可以永久增加属性：</r>生命+<color=#35e122>4800</color></r>攻击+<color=#35e122>300</color></r>防御+<color=#35e122>60</color></r>【最多可以使用100个】</r></r><color=#31cefb>获取途径:</color></r>活动获取	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
200	1	坎水之魂	22	0	0	999	1	1	1	0	1	0	0	1200	0	20	1	7	258	0	0	6	5166	0	0	15	100	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_200	0	每颗坎水之魂可以永久增加属性：</r>生命+<color=#35e122>5166</color></r>攻击+<color=#35e122>258</color></r>会心一击概率+<color=#35e122>1%</color></r>【最多可以使用10个】</r></r><color=#31cefb>获取途径:</color></r>八卦炉炼制</r>开服活动—法宝排行榜第一名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
201	1	离火之魂	22	0	0	999	1	1	1	0	1	0	0	1500	0	20	1	7	239	0	0	6	4789	0	0	16	100	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_201	0	每颗离火之魂可以永久增加属性：</r>生命+<color=#35e122>4789</color></r>攻击+<color=#35e122>239</color></r>会心一击伤害+<color=#35e122>1%</color></r>【最多可以使用10个】</r></r><color=#31cefb>获取途径:</color></r>炼丹	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
202	1	麒麟之魂	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	15	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_202	0	每颗麒麟之魂可以永久增加属性：</r>会心一击率+<color=#35e122>8%</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>VIP7礼包	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
203	1	应龙之魂[天]	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	82	500	0	0	7	200	0	0	6	11700	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_203	0	每颗应龙之魂[天]可以永久增加属性：</r>坐骑攻击+<color=#35e122>5%</color></r>攻击+<color=#35e122>200</color></r>生命+<color=#35e122>11700</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>开服活动—坐骑排行榜第1名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
204	1	应龙之魂[地]	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	82	100	0	0	7	120	0	0	6	11700	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_204	0	每颗应龙之魂[地]可以永久增加属性：</r>坐骑攻击+<color=#35e122>1%</color></r>攻击+<color=#35e122>120</color></r>生命+<color=#35e122>11700</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>开服活动—坐骑排行榜第2-5名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
205	1	应龙之魂[人]	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	7	80	0	0	6	7020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_205	0	每颗应龙之魂[人]可以永久增加属性：</r>攻击+<color=#35e122>80</color></r>生命+<color=#35e122>7020</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>开服活动—坐骑排行榜第6-20名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
206	1	白虎之魂	22	0	0	999	1	1	1	0	1	0	0	140	0	20	1	19	300	0	0	7	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_206	0	每颗白虎之魂可以永久增加属性：</r>伤害加成+<color=#35e122>3%</color></r>攻击+<color=#35e122>200</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>VIP2礼包	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
207	1	玄武之魂[天]	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	7	300	0	0	6	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_207	0	每颗玄武之魂[天]可以永久增加属性：</r>攻击+<color=#35e122>300</color></r>生命+<color=#35e122>18000</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>开服活动—战力排行榜第1名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
208	1	玄武之魂[地]	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	7	180	0	0	6	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_208	0	每颗玄武之魂[地]可以永久增加属性：</r>攻击+<color=#35e122>180</color></r>生命+<color=#35e122>18000</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>开服活动—战力排行榜第2-5名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
209	1	玄武之魂[人]	22	0	0	999	1	0	1	0	1	0	0	5000	0	20	1	7	120	0	0	6	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_209	0	每颗玄武之魂[人]可以永久增加属性：</r>攻击+<color=#35e122>120</color></r>生命+<color=#35e122>12000</color></r>【最多可以使用1个】</r></r><color=#31cefb>获取途径:</color></r>开服活动—战力排行榜第6-20名奖励	<%>	0	0	0	0	ItemInfoPanel	2	1	0	65		坐骑兽魂
221	1	娲皇的祝福	8	0	0	999	1	0	0	0	1	0	0	15	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47112	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_221	0	使用可学得永久BUFF<color=#31cefb>娲皇的祝福</color></r>BUFF效果：击杀野怪增加20%经验	<%>	0	0	0	0	ItemInfoPanel		1	0	0		技能书
222	1	深渊重击技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_224	0	使用可学得<color=#32cefb>深渊重击技能</color></r>技能效果：当攻击目标陷入晕眩状态，增加<color=#109d06FF>20%</color>对目标造成的伤害</r>战斗力:<color=#35e123>+1254</color></r>获取途径：<color=#32cefb>仙盟商店</color></r>使用条件：<color=#32cefb>觉灵鹿</color><color=#35e123>6</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
223	1	衰弱打击技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_230	0	使用可学得<color=#33cefb>衰弱打击技能</color></r>技能效果：攻击时有<color=#109d06FF>10%</color>几率在<color=#109d06FF>3</color>秒内降低<color=#109d06FF>20%</color>攻速同时增加自身<color=#109d06FF>8%</color>攻速，冷却时间30秒</r>战斗力:<color=#35e124>+1715</color></r>获取途径：<color=#33cefb>绑玉商店</color></r>使用条件：<color=#33cefb>皓月狼</color><color=#35e124>6</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
224	1	沉默反制技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_238	0	使用可学得<color=#34cefb>沉默反制技能</color></r>技能效果：抵挡<color=#109d06FF>1</color>次沉默效果，抵档后第一次攻击有<color=#109d06FF>30%</color>几率沉默对方<color=#109d06FF>2</color>秒，冷却时间<color=#109d06FF>30</color>秒</r>战斗力:<color=#35e125>+2864</color></r>获取途径：<color=#34cefb>仙盟商店</color></r>使用条件：<color=#34cefb>觉灵鹿</color><color=#35e125>12</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
225	1	初级专属技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_223	0	使用可学得<color=#35cefb>初级专属技能</color></r>技能效果：学习后增加<color=#109d06FF>4%</color>坐骑属性</r>战斗力:<color=#35e126>+4992</color></r>获取途径：<color=#35cefb>绑玉商店</color></r>使用条件：<color=#35cefb>泰坦巨猿</color><color=#35e126>6</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
226	1	静默诅咒技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_236	0	使用可学得<color=#36cefb>静默诅咒技能</color></r>技能效果：当自身生命低于<color=#109d06FF>40%</color>时获得诅咒之力，3秒内攻击时有<color=#109d06FF>25%</color>概率沉默目标<color=#109d06FF>3</color>秒，冷却时间<color=#109d06FF>60</color>秒</r>战斗力:<color=#35e127>+5505</color></r>获取途径：<color=#36cefb>七天登陆第7天</color></r>使用条件：<color=#36cefb>皓月狼</color><color=#35e127>12</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
227	1	中级专属技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_228	0	使用可学得<color=#37cefb>中级专属技能</color></r>技能效果：学习后增加<color=#109d06FF>8%</color>坐骑属性</r>战斗力:<color=#35e128>+11753</color></r>获取途径：<color=#37cefb>仙盟商店</color></r>使用条件：<color=#37cefb>泰坦巨猿</color><color=#35e128>12</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
228	1	坚不可摧技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_239	0	使用可学得<color=#38cefb>坚不可摧技能</color></r>技能效果：每当受到暴击攻击时，<color=#109d06FF>3</color>秒后获得<color=#109d06FF>20%</color>伤害减免，冷却<color=#109d06FF>10</color>秒</r>战斗力:<color=#35e129>+14868</color></r>获取途径：<color=#38cefb>仙盟商店</color></r>使用条件：<color=#38cefb>雷霆战熊</color><color=#35e129>6</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
229	1	高级专属技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_233	0	使用可学得<color=#39cefb>高级专属技能</color></r>技能效果：学习后增加<color=#109d06FF>12%</color>坐骑属性</r>战斗力:<color=#35e130>+21240</color></r>获取途径：<color=#39cefb>活动</color></r>使用条件：<color=#39cefb>龙驹</color><color=#35e130>6</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
230	1	拨云穿月技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_242	0	使用可学得<color=#40cefb>拨云穿月技能</color></r>技能效果：攻击时会获得buff，下一次攻击无视对方<color=#109d06FF>50%</color>防御力，冷却时间<color=#109d06FF>15</color>秒</r>战斗力:<color=#35e131>+21240</color></r>获取途径：<color=#40cefb>仙盟商店</color></r>使用条件：<color=#40cefb>火炎兽</color><color=#35e131>6</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
231	1	越战越勇技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_222	0	使用可学得<color=#41cefb>越战越勇技能</color></r>技能效果：攻击时获得buff，<color=#109d06FF>3</color>秒内攻击速度提升<color=#109d06FF>20%</color>，移动速度提升<color=#109d06FF>20%</color>，冷却时间<color=#109d06FF>30</color>秒</r>战斗力:<color=#35e132>+26897</color></r>获取途径：<color=#41cefb>仙盟商店</color></r>使用条件：<color=#41cefb>雷霆战熊</color><color=#35e132>12</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
232	1	嗜血一击技能书	23	0	0	999	1	1	1	0	1	0	0	2000	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_232	0	使用可学得<color=#42cefb>嗜血一击技能</color></r>技能效果：累计攻击<color=#109d06FF>10</color>次后，下次攻击无视闪避并恢复造成伤害<color=#109d06FF>30%</color>的血量，冷却时间<color=#109d06FF>10</color>秒</r>战斗力:<color=#35e133>+30642</color></r>获取途径：<color=#42cefb>绑玉商店</color></r>使用条件：<color=#42cefb>火炎兽</color><color=#35e133>12</color>级时可使用	<%>	0	0	0	0	ItemInfoPanel		1	0	32		坐骑技能书
